layer_type,district_code,ward_code,zoom_level,x,y,size_bytes,extracted_relpath,source_url
ward_planning_map,HCM_Q10,HCM_Q10_Phuong2,13,15,25,4309,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong2/13/15_25.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong2/13/15_25.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong2,13,15,26,4164,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong2/13/15_26.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong2/13/15_26.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong2,13,16,24,5926,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong2/13/16_24.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong2/13/16_24.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong2,13,16,25,7524,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong2/13/16_25.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong2/13/16_25.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong2,13,16,26,5956,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong2/13/16_26.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong2/13/16_26.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong2,13,17,24,3434,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong2/13/17_24.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong2/13/17_24.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong2,13,17,25,5457,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong2/13/17_25.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong2/13/17_25.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong2,13,17,26,4264,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong2/13/17_26.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong2/13/17_26.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong2,13,18,24,3596,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong2/13/18_24.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong2/13/18_24.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong2,13,18,25,5086,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong2/13/18_25.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong2/13/18_25.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong2,13,18,26,3885,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong2/13/18_26.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong2/13/18_26.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,10,0,0,11867,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/10/0_0.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/10/0_0.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,10,0,1,9173,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/10/0_1.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/10/0_1.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,10,0,2,6158,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/10/0_2.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/10/0_2.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,10,1,0,9170,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/10/1_0.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/10/1_0.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,10,1,1,8727,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/10/1_1.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/10/1_1.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,10,1,2,3544,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/10/1_2.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/10/1_2.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,10,2,0,2372,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/10/2_0.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/10/2_0.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,10,2,1,1414,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/10/2_1.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/10/2_1.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,10,2,2,1122,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/10/2_2.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/10/2_2.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,11,0,0,10557,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/11/0_0.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/11/0_0.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,11,0,1,10973,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/11/0_1.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/11/0_1.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,11,1,0,13345,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/11/1_0.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/11/1_0.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,11,1,1,15077,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/11/1_1.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/11/1_1.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,11,1,2,13046,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/11/1_2.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/11/1_2.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,11,1,3,12838,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/11/1_3.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/11/1_3.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,11,1,4,10603,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/11/1_4.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/11/1_4.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,11,1,5,6112,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/11/1_5.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/11/1_5.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,11,2,1,10634,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/11/2_1.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/11/2_1.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,11,2,2,13768,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/11/2_2.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/11/2_2.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,11,2,3,9825,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/11/2_3.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/11/2_3.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,11,2,4,6834,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/11/2_4.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/11/2_4.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,11,2,5,1940,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/11/2_5.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/11/2_5.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,11,3,1,7338,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/11/3_1.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/11/3_1.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,11,3,2,10379,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/11/3_2.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/11/3_2.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,11,3,3,2590,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/11/3_3.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/11/3_3.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,11,3,5,1954,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/11/3_5.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/11/3_5.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,11,4,1,2908,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/11/4_1.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/11/4_1.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,11,4,2,2246,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/11/4_2.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/11/4_2.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,11,4,3,1392,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/11/4_3.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/11/4_3.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,12,0,0,4199,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/12/0_0.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/12/0_0.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,12,0,1,10788,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/12/0_1.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/12/0_1.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,12,0,2,8819,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/12/0_2.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/12/0_2.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,12,1,0,10455,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/12/1_0.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/12/1_0.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,12,1,1,12607,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/12/1_1.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/12/1_1.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,12,1,2,15183,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/12/1_2.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/12/1_2.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,12,1,3,12637,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/12/1_3.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/12/1_3.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,12,1,4,9911,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/12/1_4.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/12/1_4.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,12,1,5,3936,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/12/1_5.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/12/1_5.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,12,2,0,9381,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/12/2_0.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/12/2_0.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,12,2,1,14885,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/12/2_1.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/12/2_1.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,12,2,2,14397,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/12/2_2.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/12/2_2.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,12,2,3,15147,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/12/2_3.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/12/2_3.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,12,2,4,14268,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/12/2_4.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/12/2_4.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,12,2,5,5531,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/12/2_5.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/12/2_5.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,12,3,0,13276,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/12/3_0.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/12/3_0.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,12,3,1,15619,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/12/3_1.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/12/3_1.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,12,3,3,16631,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/12/3_3.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/12/3_3.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,12,3,4,15913,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/12/3_4.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/12/3_4.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,12,3,5,16747,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/12/3_5.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/12/3_5.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,12,4,0,6708,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/12/4_0.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/12/4_0.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,12,4,1,8926,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/12/4_1.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/12/4_1.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,12,4,3,14250,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/12/4_3.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/12/4_3.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,12,4,4,13089,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/12/4_4.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/12/4_4.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,12,4,5,15247,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/12/4_5.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/12/4_5.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,13,5,0,4647,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/13/5_0.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/13/5_0.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,13,5,1,12258,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/13/5_1.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/13/5_1.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,13,5,2,11912,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/13/5_2.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/13/5_2.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,13,6,0,7320,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/13/6_0.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/13/6_0.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,13,6,1,13811,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/13/6_1.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/13/6_1.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,13,6,2,13485,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/13/6_2.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/13/6_2.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,13,7,0,11783,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/13/7_0.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/13/7_0.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,13,7,1,13582,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/13/7_1.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/13/7_1.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,13,7,2,13578,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/13/7_2.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/13/7_2.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,13,8,0,7900,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/13/8_0.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/13/8_0.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,13,8,1,10429,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/13/8_1.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/13/8_1.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,14,9,1,2458,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/14/9_1.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/14/9_1.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,14,9,2,9181,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/14/9_2.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/14/9_2.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,14,9,3,8190,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/14/9_3.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/14/9_3.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,14,10,1,4872,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/14/10_1.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/14/10_1.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,14,10,2,8099,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/14/10_2.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/14/10_2.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,14,10,3,11126,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/14/10_3.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/14/10_3.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,14,10,11,9377,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/14/10_11.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/14/10_11.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,14,10,12,12424,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/14/10_12.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/14/10_12.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,14,10,13,13162,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/14/10_13.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/14/10_13.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,14,10,14,12372,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/14/10_14.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/14/10_14.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,14,10,15,8576,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/14/10_15.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/14/10_15.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,14,10,16,10072,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/14/10_16.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/14/10_16.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,14,11,0,2096,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/14/11_0.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/14/11_0.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,14,11,1,6046,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/14/11_1.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/14/11_1.jpeg
ward_planning_map,HCM_Q10,HCM_Q10_Phuong4,14,11,2,8313,Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/14/11_2.jpeg,https://bandoquyhoach.vn/Media/Ban_do/HoChiMinh/HCM_Q10/HCM_Q10_Phuong4/14/11_2.jpeg
